Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Pkg.0001,Project references an upgraded package,Active,Information,0,src\RevolutionaryStuff.ApiCore\RevolutionaryStuff.ApiCore.csproj,File,src\RevolutionaryStuff.ApiCore\RevolutionaryStuff.ApiCore.csproj,,,Microsoft.OpenApi 2.11.0,,,,,"Microsoft.OpenApi, 2.11.0"
Pkg.0001,Project references an upgraded package,Active,Information,0,src\RevolutionaryStuff.ApiCore\RevolutionaryStuff.ApiCore.csproj,File,src\RevolutionaryStuff.ApiCore\RevolutionaryStuff.ApiCore.csproj,,,Microsoft.AspNetCore.OpenApi 10.0.11,,,,,"Microsoft.AspNetCore.OpenApi, 10.0.11"
