Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,168,8,T:System.Uri,,,,,"if (StorageProvider.DfsClientUrl != null)          {              var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");              var directoryClient = StorageProvider.CreateDataLakeDirectoryClient(u);              if ((await directoryClient.ExistsAsync()).Value)              {                  var props = (await directoryClient.GetPropertiesAsync()).Value;                  if (props.Metadata.TryGetValue(MetadataFieldNames.IsFolder, out var sv) && Parse.ParseBool(sv))                  {                      var folder = new FolderEntry(StorageProvider, targetPath);                      return folder;                  }              }          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,146,12,T:System.Uri,,,,,"var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,146,12,T:System.Uri,,,,,"var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,146,12,M:System.Uri.#ctor(System.String),,,,,"var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,144,8,T:System.Uri,,,,,"if (StorageProvider.DfsClientUrl != null)          {              var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");              var client = StorageProvider.CreateDataLakeDirectoryClient(u);              return client.DeleteAsync();          }          else          {              throw new NotSupportedException($""Must have enabled {nameof(AzureBlobStorageProvider.Config.IsHierarchical)} in the config"");          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,124,16,T:System.Uri,,,,,"var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,124,16,T:System.Uri,,,,,"var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,124,16,M:System.Uri.#ctor(System.String),,,,,"var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\FolderEntry.cs,120,8,T:System.Uri,,,,,"if (StorageProvider.DfsClientUrl != null)          {              try              {                  var u = new Uri($""{StorageProvider.DfsClientUrl}/{targetPath}"");                  var client = StorageProvider.CreateDataLakeDirectoryClient(u);                  await client.CreateAsync();              }              catch (Exception ex)              {                  System.Diagnostics.Debug.WriteLine(ex);              }          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,65,4,T:System.Net.Http.HttpContent,,,,,"public async Task PutAsync(Uri resourceUrl, IDictionary<string, string> kvps = null, HttpContent content = null)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,65,4,T:System.Uri,,,,,"public async Task PutAsync(Uri resourceUrl, IDictionary<string, string> kvps = null, HttpContent content = null)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,83,8,T:System.Net.Http.HttpContent,,,,,m.Content = content;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,50,4,T:System.Uri,,,,,"public Task RenameAsync(Uri sourceAbsoluteUrl, Uri destinationAbsoluteUrl, IDictionary<string, string> kvps, long? itemSize = null)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,50,4,T:System.Uri,,,,,"public Task RenameAsync(Uri sourceAbsoluteUrl, Uri destinationAbsoluteUrl, IDictionary<string, string> kvps, long? itemSize = null)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,11,4,T:System.Uri,,,,,"public static async Task RenameAsync(string accountName, string base64credentials, Uri sourceAbsoluteUrl, Uri destinationAbsoluteUrl, IDictionary<string, string> kvps, long? itemSize = null)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\RevolutionaryStuff.Storage.Providers.Azure.Blob.csproj,File,src\RevolutionaryStuff.Storage.Providers.Azure.Blob\AzureRestHelpers.cs,11,4,T:System.Uri,,,,,"public static async Task RenameAsync(string accountName, string base64credentials, Uri sourceAbsoluteUrl, Uri destinationAbsoluteUrl, IDictionary<string, string> kvps, long? itemSize = null)"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\RevolutionaryStuff.Storage.Providers.LocalFileSystem\RevolutionaryStuff.Storage.Providers.LocalFileSystem.csproj,File,src\RevolutionaryStuff.Storage.Providers.LocalFileSystem\RevolutionaryStuff.Storage.Providers.LocalFileSystem.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.LocalFileSystem\RevolutionaryStuff.Storage.Providers.LocalFileSystem.csproj,File,src\RevolutionaryStuff.Storage.Providers.LocalFileSystem\PhysicalStorageProvider.cs,35,8,P:System.Environment.OSVersion,,,,,CaseSensitive = config.CaseSensitive.GetValueOrDefault(Environment.OSVersion.Platform == PlatformID.Win32NT);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\RevolutionaryStuff.Storage.Providers.LocalFileSystem\RevolutionaryStuff.Storage.Providers.LocalFileSystem.csproj,File,src\RevolutionaryStuff.Storage.Providers.LocalFileSystem\PhysicalStorageProvider.cs,35,8,P:System.Environment.OSVersion,,,,,CaseSensitive = config.CaseSensitive.GetValueOrDefault(Environment.OSVersion.Platform == PlatformID.Win32NT);
